"","link","Received","Revised","Accepted","Published","Special_issue","days","is_s_issue"
"326","https://www.mdpi.com/2073-4336/9/3/66",2018-08-05,2018-09-03,2018-09-05,2018-09-06,"(This article belongs to the Special Issue Economic Behavior and Game Theory)
",32,"Yes"
"327","https://www.mdpi.com/2073-4336/9/3/65",2018-08-06,2018-09-01,2018-09-04,2018-09-06,"(This article belongs to the Special Issue Social Norms and Games)
",31,"Yes"
"328","https://www.mdpi.com/2073-4336/9/3/64",2018-07-18,2018-08-31,2018-09-03,2018-09-05,"",49,"No"
"329","https://www.mdpi.com/2073-4336/9/3/63",2018-07-13,2018-08-19,2018-08-21,2018-09-02,"(This article belongs to the Special Issue Economic Behavior and Game Theory)
",51,"Yes"
"330","https://www.mdpi.com/2073-4336/9/3/62",2018-07-11,2018-08-15,2018-08-29,2018-09-02,"",53,"No"
"331","https://www.mdpi.com/2073-4336/9/3/61",2018-06-30,2018-08-25,2018-08-29,2018-09-02,"(This article belongs to the Special Issue Mathematical Biology and Game Theory)
",64,"Yes"
"332","https://www.mdpi.com/2073-4336/9/3/60",2018-06-26,2018-08-07,2018-08-18,2018-08-21,"(This article belongs to the Special Issue Games and Industrial Organization)
",56,"Yes"
"333","https://www.mdpi.com/2073-4336/9/3/59",2018-07-02,2018-07-27,2018-08-07,2018-08-21,"(This article belongs to the Special Issue Game Models for Cyber-Physical Infrastructures)
",50,"Yes"
"334","https://www.mdpi.com/2073-4336/9/3/58",2018-07-10,2018-07-30,2018-08-09,2018-08-13,"(This article belongs to the Special Issue Social Norms and Games)
",34,"Yes"
"335","https://www.mdpi.com/2073-4336/9/3/57",2018-05-01,2018-07-25,2018-07-25,2018-08-09,"",100,"No"
"336","https://www.mdpi.com/2073-4336/9/3/56",2018-06-21,2018-07-25,2018-07-31,2018-08-02,"",42,"No"
"337","https://www.mdpi.com/2073-4336/9/3/55",2018-05-25,2018-07-19,2018-07-23,2018-08-01,"(This article belongs to the Special Issue Public Good Games)
",68,"Yes"
"338","https://www.mdpi.com/2073-4336/9/3/54",2018-05-25,2018-07-10,2018-07-24,2018-07-30,"(This article belongs to the Special Issue Public Good Games)
",66,"Yes"
"339","https://www.mdpi.com/2073-4336/9/3/53",2018-05-29,2018-07-03,2018-07-12,2018-07-24,"",56,"No"
"340","https://www.mdpi.com/2073-4336/9/3/52",2018-06-01,2018-07-12,2018-07-20,2018-07-23,"(This article belongs to the Special Issue Game Models for Cyber-Physical Infrastructures)
",52,"Yes"
"341","https://www.mdpi.com/2073-4336/9/3/51",2018-05-01,2018-07-10,2018-07-15,2018-07-21,"(This article belongs to the Special Issue Dictator Games)
",81,"Yes"
"342","https://www.mdpi.com/2073-4336/9/3/50",2018-05-22,2018-06-26,2018-07-05,2018-07-16,"(This article belongs to the Special Issue Economic Behavior and Game Theory)
",55,"Yes"
"343","https://www.mdpi.com/2073-4336/9/3/49",2018-05-23,2018-06-17,2018-07-10,2018-07-15,"",53,"No"
"344","https://www.mdpi.com/2073-4336/9/3/48",2018-05-22,2018-06-28,2018-07-02,2018-07-11,"",50,"No"
"345","https://www.mdpi.com/2073-4336/9/3/47",2018-06-05,2018-06-27,2018-07-06,2018-07-10,"",35,"No"
"346","https://www.mdpi.com/2073-4336/9/3/46",2018-05-08,2018-07-01,2018-07-04,2018-07-07,"(This article belongs to the Special Issue Mathematical Biology and Game Theory)
",60,"Yes"
"347","https://www.mdpi.com/2073-4336/9/3/45",2018-05-25,2018-06-21,2018-07-03,2018-07-07,"(This article belongs to the Special Issue Public Good Games)
",43,"Yes"
"348","https://www.mdpi.com/2073-4336/9/3/44",2018-05-18,2018-07-02,2018-07-04,2018-07-06,"(This article belongs to the Special Issue Logic and Game Theory)
",49,"Yes"
"349","https://www.mdpi.com/2073-4336/9/3/43",2018-05-24,2018-06-21,2018-06-23,2018-07-01,"(This article belongs to the Special Issue Public Good Games)
",38,"Yes"
"350","https://www.mdpi.com/2073-4336/9/3/42",2018-05-21,2018-06-20,2018-06-27,2018-06-29,"(This article belongs to the Special Issue Public Good Games)
",39,"Yes"
"351","https://www.mdpi.com/2073-4336/9/3/41",2018-05-25,2018-06-15,2018-06-22,2018-06-26,"(This article belongs to the Special Issue Public Good Games)
",32,"Yes"
"352","https://www.mdpi.com/2073-4336/9/3/40",2018-05-23,2018-06-20,2018-06-22,2018-06-26,"(This article belongs to the Special Issue Logic and Game Theory)
",34,"Yes"
"353","https://www.mdpi.com/2073-4336/9/3/39",2018-05-02,2018-06-14,2018-06-17,2018-06-22,"(This article belongs to the Special Issue Logic and Game Theory)
",51,"Yes"
"354","https://www.mdpi.com/2073-4336/9/3/38",2018-05-22,2018-06-12,2018-06-13,2018-06-21,"(This article belongs to the Special Issue Public Good Games)
",30,"Yes"
"355","https://www.mdpi.com/2073-4336/9/2/37",2018-04-23,2018-06-06,2018-06-07,2018-06-11,"(This article belongs to the Special Issue Public Good Games)
",49,"Yes"
"356","https://www.mdpi.com/2073-4336/9/2/36",2018-03-19,2018-06-05,2018-06-06,2018-06-10,"(This article belongs to the Special Issue Public Good Games)
",83,"Yes"
"357","https://www.mdpi.com/2073-4336/9/2/35",2018-05-15,2018-05-31,2018-06-06,2018-06-09,"(This article belongs to the Special Issue Economic Behavior and Game Theory)
",25,"Yes"
"358","https://www.mdpi.com/2073-4336/9/2/34",2018-05-11,2018-06-03,2018-06-06,2018-06-09,"(This article belongs to the Special Issue Game Models for Cyber-Physical Infrastructures)
",29,"Yes"
"359","https://www.mdpi.com/2073-4336/9/2/33",2018-05-13,2018-06-05,2018-06-06,2018-06-08,"",26,"No"
"360","https://www.mdpi.com/2073-4336/9/2/32",2018-04-04,2018-05-18,2018-05-22,2018-05-28,"(This article belongs to the Special Issue Game Theory and Cancer)
",54,"Yes"
"361","https://www.mdpi.com/2073-4336/9/2/31",2018-04-23,2018-05-15,2018-05-15,2018-05-24,"(This article belongs to the Special Issue Evolutionary Network Games)
",31,"Yes"
"362","https://www.mdpi.com/2073-4336/9/2/30",2018-04-14,2018-05-17,2018-05-17,2018-05-23,"(This article belongs to the Special Issue Dictator Games)
",39,"Yes"
"363","https://www.mdpi.com/2073-4336/9/2/29",2018-02-03,2018-04-26,2018-05-17,2018-05-22,"(This article belongs to the Special Issue Political Economy, Social Choice and Game Theory)
",108,"Yes"
"364","https://www.mdpi.com/2073-4336/9/2/28",2018-04-12,2018-05-10,2018-05-17,2018-05-20,"(This article belongs to the Special Issue Dictator Games)
",38,"Yes"
"365","https://www.mdpi.com/2073-4336/9/2/27",2018-04-10,2018-05-11,2018-05-15,2018-05-17,"",37,"No"
"366","https://www.mdpi.com/2073-4336/9/2/26",2018-03-15,2018-04-19,2018-05-07,2018-05-14,"",60,"No"
"367","https://www.mdpi.com/2073-4336/9/2/25",2018-02-13,2018-04-03,2018-05-07,2018-05-14,"(This article belongs to the Special Issue Logistic Games)
",90,"Yes"
"368","https://www.mdpi.com/2073-4336/9/2/24",2018-03-28,2018-04-30,2018-05-07,2018-05-10,"(This article belongs to the Special Issue The Economics of Privacy: Privacy and Data Protection in a Digital World)
",43,"Yes"
"369","https://www.mdpi.com/2073-4336/9/2/23",2018-03-27,2018-05-05,2018-05-07,2018-05-10,"(This article belongs to the Special Issue The Economics of Privacy: Privacy and Data Protection in a Digital World)
",44,"Yes"
"370","https://www.mdpi.com/2073-4336/9/2/22",2018-03-21,2018-04-23,2018-04-24,2018-04-30,"(This article belongs to the Special Issue Economic Behavior and Game Theory)
",40,"Yes"
"371","https://www.mdpi.com/2073-4336/9/2/21",2018-02-25,2018-04-06,2018-04-18,2018-04-26,"(This article belongs to the Special Issue Game Theory and Cancer)
",60,"Yes"
"372","https://www.mdpi.com/2073-4336/9/2/20",2018-04-24,2018-04-25,2018-04-25,2018-04-26,"(This article belongs to the Special Issue Ethics, Morality, and Game Theory)
",2,"Yes"
"373","https://www.mdpi.com/2073-4336/9/2/19",2018-02-28,2018-04-11,2018-04-18,2018-04-23,"(This article belongs to the Special Issue Game Theory and Cancer)
",54,"Yes"
"374","https://www.mdpi.com/2073-4336/9/2/18",2018-03-12,2018-03-31,2018-04-09,2018-04-13,"(This article belongs to the Special Issue The Economics of Privacy: Privacy and Data Protection in a Digital World)
",32,"Yes"
"375","https://www.mdpi.com/2073-4336/9/2/17",2018-02-28,2018-03-27,2018-04-03,2018-04-04,"(This article belongs to the Special Issue Game Theory and Cancer)
",35,"Yes"
"376","https://www.mdpi.com/2073-4336/9/2/16",2018-03-05,2018-03-27,2018-03-28,2018-03-30,"(This article belongs to the Special Issue Dictator Games)
",25,"Yes"
"377","https://www.mdpi.com/2073-4336/9/1/15",2017-11-13,2018-02-19,2018-02-28,2018-03-12,"",119,"No"
"378","https://www.mdpi.com/2073-4336/9/1/14",2018-02-15,2018-02-26,2018-02-28,2018-03-05,"(This article belongs to the Special Issue The Economics of Privacy: Privacy and Data Protection in a Digital World)
",18,"Yes"
"379","https://www.mdpi.com/2073-4336/9/1/13",2017-12-07,2018-02-11,2018-02-18,2018-03-02,"",85,"No"
"380","https://www.mdpi.com/2073-4336/9/1/12",2017-11-13,2018-02-14,2018-02-21,2018-03-01,"(This article belongs to the Special Issue Contracts, Incentives and Information: Theory and Evidence)
",108,"Yes"
"381","https://www.mdpi.com/2073-4336/9/1/11",2018-01-17,2018-02-12,2018-02-22,2018-03-01,"(This article belongs to the Special Issue Choice and Decision Making)
",43,"Yes"
"382","https://www.mdpi.com/2073-4336/9/1/10",2017-12-26,2018-02-13,2018-02-18,2018-02-22,"(This article belongs to the Special Issue Logistic Games)
",58,"Yes"
"383","https://www.mdpi.com/2073-4336/9/1/9",2017-12-24,2018-01-26,2018-01-31,2018-02-19,"",57,"No"
"384","https://www.mdpi.com/2073-4336/9/1/8",2017-10-26,2018-01-18,2018-01-23,2018-02-13,"(This article belongs to the Special Issue Applications of Game Theory to Networks)
",110,"Yes"
"385","https://www.mdpi.com/2073-4336/9/1/7",2018-01-04,2018-01-29,2018-01-31,2018-02-12,"(This article belongs to the Special Issue Mean-Field-Type Game Theory)
",39,"Yes"
"386","https://www.mdpi.com/2073-4336/9/1/6",2017-11-02,2018-01-25,2018-01-26,2018-02-05,"",95,"No"
"387","https://www.mdpi.com/2073-4336/9/1/5",2017-11-27,2018-01-12,2018-01-25,2018-01-31,"(This article belongs to the Special Issue Economic Behavior and Game Theory)
",65,"Yes"
"388","https://www.mdpi.com/2073-4336/9/1/4",2017-11-10,2017-12-29,2018-01-11,2018-01-18,"",69,"No"
"389","https://www.mdpi.com/2073-4336/9/1/3",2018-01-12,2018-01-12,2018-01-12,2018-01-12,"",0,"No"
"390","https://www.mdpi.com/2073-4336/9/1/2",2017-11-08,2017-12-22,2017-12-28,2018-01-02,"",55,"No"
"391","https://www.mdpi.com/2073-4336/9/1/1",2017-11-02,2017-12-13,2017-12-18,2018-01-01,"",60,"No"
"392","https://www.mdpi.com/2073-4336/8/4/52",2017-09-15,2017-10-30,2017-11-03,2017-12-02,"(This article belongs to the Special Issue Public Good Games)
",78,"Yes"
"393","https://www.mdpi.com/2073-4336/8/4/51",2017-10-05,2017-11-01,2017-11-06,2017-11-22,"",48,"No"
"394","https://www.mdpi.com/2073-4336/8/4/50",2017-10-12,2017-10-31,2017-11-03,2017-11-17,"",36,"No"
"395","https://www.mdpi.com/2073-4336/8/4/49",2017-08-21,2017-10-03,2017-10-23,2017-11-06,"",77,"No"
"396","https://www.mdpi.com/2073-4336/8/4/48",2017-07-12,2017-10-19,2017-10-21,2017-11-06,"",117,"No"
"397","https://www.mdpi.com/2073-4336/8/4/47",2017-07-26,2017-09-28,2017-10-18,2017-11-01,"",98,"No"
"398","https://www.mdpi.com/2073-4336/8/4/46",2017-09-01,2017-10-17,2017-10-17,2017-10-23,"(This article belongs to the Special Issue Choice and Decision Making)
",52,"Yes"
"399","https://www.mdpi.com/2073-4336/8/4/45",2017-07-31,2017-10-02,2017-10-11,2017-10-23,"",84,"No"
"400","https://www.mdpi.com/2073-4336/8/4/44",2017-07-31,2017-09-26,2017-09-28,2017-10-17,"(This article belongs to the Special Issue Ethics, Morality, and Game Theory)
",78,"Yes"
"401","https://www.mdpi.com/2073-4336/8/4/43",2017-07-28,2017-09-29,2017-10-06,2017-10-13,"(This article belongs to the Special Issue Ethics, Morality, and Game Theory)
",77,"Yes"
"402","https://www.mdpi.com/2073-4336/8/4/42",2017-09-04,2017-09-21,2017-09-21,2017-10-02,"",28,"No"
"403","https://www.mdpi.com/2073-4336/8/4/41",2017-07-31,2017-09-18,2017-09-20,2017-09-25,"(This article belongs to the Special Issue Ethics, Morality, and Game Theory)
",56,"Yes"
"404","https://www.mdpi.com/2073-4336/8/4/40",2017-08-01,2017-09-10,2017-09-15,2017-09-21,"",51,"No"
"405","https://www.mdpi.com/2073-4336/8/3/39",2017-07-28,2017-08-31,2017-09-06,2017-09-14,"(This article belongs to the Special Issue Ethics, Morality, and Game Theory)
",48,"Yes"
"406","https://www.mdpi.com/2073-4336/8/3/38",2017-07-31,2017-08-27,2017-08-30,2017-09-11,"(This article belongs to the Special Issue Ethics, Morality, and Game Theory)
",42,"Yes"
"407","https://www.mdpi.com/2073-4336/8/3/37",2017-07-28,2017-08-27,2017-08-30,2017-09-05,"(This article belongs to the Special Issue Ethics, Morality, and Game Theory)
",39,"Yes"
"408","https://www.mdpi.com/2073-4336/8/3/36",2017-04-26,2017-08-13,2017-08-17,2017-08-21,"(This article belongs to the Special Issue Ethics, Morality, and Game Theory)
",117,"Yes"
"409","https://www.mdpi.com/2073-4336/8/3/35",2017-06-16,2017-07-10,2017-08-15,2017-08-18,"",63,"No"
"410","https://www.mdpi.com/2073-4336/8/3/34",2017-07-01,2017-07-19,2017-08-11,2017-08-14,"",44,"No"
"411","https://www.mdpi.com/2073-4336/8/3/33",2017-07-17,2017-08-02,2017-08-04,2017-08-08,"",22,"No"
"412","https://www.mdpi.com/2073-4336/8/3/32",2017-06-12,2017-07-19,2017-07-25,2017-08-01,"(This article belongs to the Special Issue Combinatorial Optimization and Games)
",50,"Yes"
"413","https://www.mdpi.com/2073-4336/8/3/31",2017-05-25,2017-07-07,2017-07-20,2017-07-26,"",62,"No"
"414","https://www.mdpi.com/2073-4336/8/3/30",2017-05-17,2017-06-27,2017-07-11,2017-07-18,"(This article belongs to the Special Issue Global Collaborative Solution for Climate Change—A Game-Theoretic Perspective)
",62,"Yes"
"415","https://www.mdpi.com/2073-4336/8/3/29",2017-05-26,2017-07-05,2017-07-10,2017-07-14,"",49,"No"
"416","https://www.mdpi.com/2073-4336/8/3/28",2017-06-12,2017-07-07,2017-07-07,2017-07-14,"(This article belongs to the Special Issue Ethics, Morality, and Game Theory)
",32,"Yes"
"417","https://www.mdpi.com/2073-4336/8/3/27",2017-05-01,2017-06-07,2017-06-26,2017-06-30,"",60,"No"
"418","https://www.mdpi.com/2073-4336/8/3/26",2017-05-17,2017-06-13,2017-06-20,2017-06-28,"(This article belongs to the Special Issue Behavior Regulation and Conflicted Emotions: Theory and Experimental Evidence)
",42,"Yes"
"419","https://www.mdpi.com/2073-4336/8/3/25",2017-04-28,2017-06-09,2017-06-19,2017-06-22,"",55,"No"
"420","https://www.mdpi.com/2073-4336/8/2/24",2017-03-18,2017-05-23,2017-05-24,2017-06-01,"(This article belongs to the Special Issue Global Collaborative Solution for Climate Change—A Game-Theoretic Perspective)
",75,"Yes"
"421","https://www.mdpi.com/2073-4336/8/2/23",2017-04-05,2017-05-09,2017-05-21,2017-05-25,"(This article belongs to the Special Issue Decision Making for Network Security and Privacy)
",50,"Yes"
"422","https://www.mdpi.com/2073-4336/8/2/22",2017-01-16,2017-04-19,2017-05-12,2017-05-19,"(This article belongs to the Special Issue Behavior Regulation and Conflicted Emotions: Theory and Experimental Evidence)
",123,"Yes"
"423","https://www.mdpi.com/2073-4336/8/2/21",2017-01-21,2017-03-02,2017-03-30,2017-04-20,"(This article belongs to the Special Issue Behavior Regulation and Conflicted Emotions: Theory and Experimental Evidence)
",89,"Yes"
"424","https://www.mdpi.com/2073-4336/8/2/20",2017-01-14,2017-03-20,2017-04-07,2017-04-11,"(This article belongs to the Special Issue Behavior Regulation and Conflicted Emotions: Theory and Experimental Evidence)
",87,"Yes"
"425","https://www.mdpi.com/2073-4336/8/2/19",2017-03-30,2017-03-30,2017-03-30,2017-03-31,"(This article belongs to the Special Issue Epistemic Game Theory and Logic)
",1,"Yes"
"426","https://www.mdpi.com/2073-4336/8/2/18",2017-01-21,2017-03-23,2017-03-28,2017-03-31,"(This article belongs to the Special Issue Behavior Regulation and Conflicted Emotions: Theory and Experimental Evidence)
",69,"Yes"
"427","https://www.mdpi.com/2073-4336/8/1/17",2017-01-14,2017-03-14,2017-03-15,2017-03-20,"(This article belongs to the Special Issue Behavior Regulation and Conflicted Emotions: Theory and Experimental Evidence)
",65,"Yes"
"428","https://www.mdpi.com/2073-4336/8/1/16",2016-11-16,2017-01-20,2017-02-07,2017-02-28,"(This article belongs to the Special Issue Combinatorial Optimization and Games)
",104,"Yes"
"429","https://www.mdpi.com/2073-4336/8/1/15",2016-10-31,2017-01-23,2017-02-21,2017-02-24,"(This article belongs to the Special Issue Decision Making for Network Security and Privacy)
",116,"Yes"
"430","https://www.mdpi.com/2073-4336/8/1/14",2016-12-03,2017-02-06,2017-02-14,2017-02-22,"",81,"No"
"431","https://www.mdpi.com/2073-4336/8/1/13",2016-10-01,2016-12-28,2017-02-16,NA,"(This article belongs to the Special Issue Decision Making for Network Security and Privacy)
",NA,"Yes"
"432","https://www.mdpi.com/2073-4336/8/1/12",2016-11-02,2017-02-02,2017-02-09,NA,"(This article belongs to the Special Issue Evolutionary Games and Statistical Physics of Social Networks)
",NA,"Yes"
"433","https://www.mdpi.com/2073-4336/8/1/11",2016-08-17,2017-01-18,2017-02-09,NA,"(This article belongs to the Special Issue Epistemic Game Theory and Logic)
",NA,"Yes"
"434","https://www.mdpi.com/2073-4336/8/1/10",2016-12-08,2017-01-17,2017-02-02,NA,"(This article belongs to the Special Issue Evolutionary Games and Statistical Physics of Social Networks)
",NA,"Yes"
"435","https://www.mdpi.com/2073-4336/8/1/9",2016-11-15,2017-01-19,2017-02-01,NA,"(This article belongs to the Special Issue Behavior Regulation and Conflicted Emotions: Theory and Experimental Evidence)
",NA,"Yes"
"436","https://www.mdpi.com/2073-4336/8/1/8",2016-09-14,2016-12-26,2017-01-13,2017-01-21,"(This article belongs to the Special Issue Evolutionary Games and Statistical Physics of Social Networks)
",129,"Yes"
"437","https://www.mdpi.com/2073-4336/8/1/7",2016-11-29,2016-12-29,2017-01-10,2017-01-14,"(This article belongs to the Special Issue Evolutionary Games and Statistical Physics of Social Networks)
",46,"Yes"
"438","https://www.mdpi.com/2073-4336/8/1/6",2017-01-11,2017-01-11,2017-01-11,2017-01-11,"",0,"No"
"439","https://www.mdpi.com/2073-4336/8/1/5",2016-11-02,2017-01-04,2017-01-04,2017-01-22,"(This article belongs to the Special Issue Behavior Regulation and Conflicted Emotions: Theory and Experimental Evidence)
",81,"Yes"
"440","https://www.mdpi.com/2073-4336/8/1/4",2016-12-30,2017-01-03,2017-01-03,2017-01-04,"",5,"No"
"441","https://www.mdpi.com/2073-4336/8/1/3",2016-09-01,2016-12-20,2016-12-22,2017-01-03,"(This article belongs to the Special Issue Epistemic Game Theory and Logic)
",124,"Yes"
"442","https://www.mdpi.com/2073-4336/8/1/2",2016-09-16,2016-12-12,2016-12-18,2017-01-03,"(This article belongs to the Special Issue Epistemic Game Theory and Logic)
",109,"Yes"
"443","https://www.mdpi.com/2073-4336/8/1/1",2016-11-30,2016-12-14,2017-01-03,NA,"(This article belongs to the Special Issue Evolutionary Games and Statistical Physics of Social Networks)
",NA,"Yes"
"444","https://www.mdpi.com/2073-4336/7/4/40",2016-09-21,2016-11-24,2016-12-05,2016-12-08,"",78,"No"
"445","https://www.mdpi.com/2073-4336/7/4/39",2016-11-17,2016-11-28,2016-12-01,2016-12-07,"(This article belongs to the Special Issue Evolutionary Games and Statistical Physics of Social Networks)
",20,"Yes"
"446","https://www.mdpi.com/2073-4336/7/4/38",2016-09-09,2016-11-08,2016-11-10,2016-11-30,"(This article belongs to the Special Issue Epistemic Game Theory and Logic)
",82,"Yes"
"447","https://www.mdpi.com/2073-4336/7/4/37",2016-08-31,2016-11-16,2016-11-17,2016-11-25,"(This article belongs to the Special Issue Epistemic Game Theory and Logic)
",86,"Yes"
"448","https://www.mdpi.com/2073-4336/7/4/36",2016-08-05,2016-11-02,2016-11-09,2016-11-16,"(This article belongs to the Special Issue Epistemic Game Theory and Logic)
",103,"Yes"
"449","https://www.mdpi.com/2073-4336/7/4/35",2016-08-09,2016-11-01,2016-11-04,2016-11-10,"(This article belongs to the Special Issue Epistemic Game Theory and Logic)
",93,"Yes"
"450","https://www.mdpi.com/2073-4336/7/4/34",2016-08-12,2016-10-19,2016-10-24,2016-11-01,"(This article belongs to the Special Issue Evolutionary Games and Statistical Physics of Social Networks)
",81,"Yes"
"451","https://www.mdpi.com/2073-4336/7/4/33",2016-06-27,2016-10-12,2016-10-17,2016-10-26,"",121,"No"
"452","https://www.mdpi.com/2073-4336/7/4/32",2016-08-09,2016-10-15,2016-10-17,2016-10-26,"(This article belongs to the Special Issue Epistemic Game Theory and Logic)
",78,"Yes"
"453","https://www.mdpi.com/2073-4336/7/4/31",2016-06-09,2016-09-28,2016-10-13,2016-10-24,"",137,"No"
"454","https://www.mdpi.com/2073-4336/7/4/30",2016-04-01,2016-09-19,2016-10-12,2016-10-20,"(This article belongs to the Special Issue Real World Applications of Game Theory)
",202,"Yes"
"455","https://www.mdpi.com/2073-4336/7/4/29",2016-06-22,2016-09-23,2016-10-12,2016-10-20,"",120,"No"
"456","https://www.mdpi.com/2073-4336/7/4/28",2016-08-22,2016-09-29,2016-09-30,2016-10-09,"(This article belongs to the Special Issue Epistemic Game Theory and Logic)
",48,"Yes"
"457","https://www.mdpi.com/2073-4336/7/3/27",2016-05-27,2016-09-03,2016-09-09,2016-09-21,"(This article belongs to the Special Issue Behavior Regulation and Conflicted Emotions: Theory and Experimental Evidence)
",117,"Yes"
"458","https://www.mdpi.com/2073-4336/7/3/26",2016-04-27,2016-09-06,2016-09-07,2016-09-12,"(This article belongs to the Special Issue Real World Applications of Game Theory)
",138,"Yes"
"459","https://www.mdpi.com/2073-4336/7/3/25",2016-08-12,2016-09-03,2016-09-05,2016-09-09,"",28,"No"
"460","https://www.mdpi.com/2073-4336/7/3/24",2016-08-05,2016-08-31,2016-09-09,NA,"(This article belongs to the Special Issue Evolutionary Games and Statistical Physics of Social Networks)
",NA,"Yes"
"461","https://www.mdpi.com/2073-4336/7/3/23",2016-06-29,2016-08-25,2016-08-26,2016-08-31,"(This article belongs to the Special Issue Behavior Regulation and Conflicted Emotions: Theory and Experimental Evidence)
",63,"Yes"
"462","https://www.mdpi.com/2073-4336/7/3/22",2016-07-07,2016-08-17,2016-08-24,2016-08-31,"",55,"No"
"463","https://www.mdpi.com/2073-4336/7/3/21",2016-06-16,2016-08-08,2016-08-11,2016-08-17,"(This article belongs to the Special Issue Global Collaborative Solution for Climate Change—A Game-Theoretic Perspective)
",62,"Yes"
"464","https://www.mdpi.com/2073-4336/7/3/20",2016-06-06,2016-07-22,2016-08-02,2016-08-11,"(This article belongs to the Special Issue Real World Applications of Game Theory)
",66,"Yes"
"465","https://www.mdpi.com/2073-4336/7/3/19",2016-05-23,2016-07-15,2016-07-22,2016-07-28,"",66,"No"
"466","https://www.mdpi.com/2073-4336/7/3/18",2016-02-23,2016-06-17,2016-07-04,2016-07-15,"(This article belongs to the Special Issue Real World Applications of Game Theory)
",143,"Yes"
"467","https://www.mdpi.com/2073-4336/7/3/17",2016-04-06,2016-06-22,2016-06-29,2016-07-12,"(This article belongs to the Special Issue Game Theoretic Analyses of Multi-Sided Markets)
",97,"Yes"
"468","https://www.mdpi.com/2073-4336/7/3/16",2016-03-18,2016-06-27,2016-06-29,2016-07-07,"(This article belongs to the Special Issue Game Theoretic Analyses of Multi-Sided Markets)
",111,"Yes"
"469","https://www.mdpi.com/2073-4336/7/3/15",2016-03-13,2016-06-06,2016-06-19,2016-06-27,"(This article belongs to the Special Issue Real World Applications of Game Theory)
",106,"Yes"
"470","https://www.mdpi.com/2073-4336/7/3/14",2016-03-11,2016-05-31,2016-06-09,2016-06-24,"",105,"No"
"471","https://www.mdpi.com/2073-4336/7/2/13",2016-04-12,2016-06-08,2016-06-14,2016-06-22,"",71,"No"
"472","https://www.mdpi.com/2073-4336/7/2/12",2015-09-16,2016-03-14,2016-03-14,2016-05-12,"(This article belongs to the Special Issue Bargaining Games)
",239,"Yes"
"473","https://www.mdpi.com/2073-4336/7/2/11",2016-01-11,2016-03-31,2016-03-31,2016-04-12,"",92,"No"
"474","https://www.mdpi.com/2073-4336/7/2/10",2016-01-11,2016-03-07,2016-03-16,2016-03-30,"(This article belongs to the Special Issue Game Theoretic Analyses of Multi-Sided Markets)
",79,"Yes"
"475","https://www.mdpi.com/2073-4336/7/1/9",2015-10-19,2016-03-03,2016-03-03,2016-03-18,"",151,"No"
"476","https://www.mdpi.com/2073-4336/7/1/8",2016-02-01,2016-02-17,2016-02-17,2016-03-01,"(This article belongs to the Special Issue Game Theoretic Analyses of Multi-Sided Markets)
",29,"Yes"
"477","https://www.mdpi.com/2073-4336/7/1/7",2016-02-17,2016-02-17,2016-02-23,2016-02-26,"(This article belongs to the Special Issue Experimental Studies of Social Dilemma Games)
",9,"Yes"
"478","https://www.mdpi.com/2073-4336/7/1/6",2016-02-02,2016-02-02,2016-02-02,NA,"",NA,"No"
"479","https://www.mdpi.com/2073-4336/7/1/5",2015-10-07,2016-01-15,2016-01-18,2016-01-27,"(This article belongs to the Special Issue Game Theoretic Analyses of Multi-Sided Markets)
",112,"Yes"
"480","https://www.mdpi.com/2073-4336/7/1/4",2015-10-26,2016-01-01,2016-01-05,2016-01-20,"(This article belongs to the Special Issue Experimental Studies of Social Dilemma Games)
",86,"Yes"
"481","https://www.mdpi.com/2073-4336/7/1/3",2015-11-08,2015-12-21,2016-01-12,2016-01-19,"(This article belongs to the Special Issue Experimental Studies of Social Dilemma Games)
",72,"Yes"
"482","https://www.mdpi.com/2073-4336/7/1/2",2015-09-01,2015-12-03,2015-12-29,NA,"",NA,"No"
"483","https://www.mdpi.com/2073-4336/7/1/1",2015-12-18,2015-12-21,2015-12-24,NA,"",NA,"No"
"484","https://www.mdpi.com/2073-4336/6/4/677",2015-12-04,2015-12-17,2015-12-17,2015-12-21,"(This article belongs to the Special Issue Psychological Aspects of Strategic Choice)
",17,"Yes"
"485","https://www.mdpi.com/2073-4336/6/4/637",2015-08-06,2015-10-19,2015-11-05,2015-11-16,"(This article belongs to the Special Issue Psychological Aspects of Strategic Choice)
",102,"Yes"
"486","https://www.mdpi.com/2073-4336/6/4/604",2015-08-18,2015-10-12,2015-10-30,2015-11-12,"(This article belongs to the Special Issue Psychological Aspects of Strategic Choice)
",86,"Yes"
"487","https://www.mdpi.com/2073-4336/6/4/588",2015-07-28,2015-10-21,2015-10-29,2015-11-05,"(This article belongs to the Special Issue Experimental Studies of Social Dilemma Games)
",100,"Yes"
"488","https://www.mdpi.com/2073-4336/6/4/574",2015-09-17,2015-10-20,2015-10-23,2015-11-03,"(This article belongs to the Special Issue Cooperation, Trust, and Reciprocity)
",47,"Yes"
"489","https://www.mdpi.com/2073-4336/6/4/560",2015-08-04,2015-09-05,2015-10-15,2015-10-26,"(This article belongs to the Special Issue Online Social Networks and Behavior: A Game Theory Approach)
",83,"Yes"
"490","https://www.mdpi.com/2073-4336/6/4/521",2015-08-03,2015-09-29,2015-10-13,2015-10-23,"(This article belongs to the Special Issue Psychological Aspects of Strategic Choice)
",81,"Yes"
